"id";"nome";"cidade";"latitude";"longitude";"cep";"endereco"
"410";"ARARAQUARA";"ARARAQUARA";"-21.7918";"-48.1758";"14801-300";"RUA SAO BENTO 916"
"411";"VOLUNTARIO FRANCO";"MOGI DAS CRUZES";"-23.535";"-46.3431";"08710-660";"RUA MAJOR SILVIO MIRANDA 80 84"
"412";"POLO COMERCIAL CARUARU";"CARUARU";"-8.24759";"-35.9764";"55014-908";"RODOVIA BR-104 S/N KM 62 LUC"
"413";"SHC PARALELA";"SALVADOR";"-12.9676";"-38.4388";"41730-101";"AVENIDA LUIS VIANA 8544 LJ 120/121"
"414";"SAO LOURENCO DA MATA";"SAO LOURENCO DA MATA";"-7.99788";"-35.0386";"54735-000";"AVENIDA DOUTOR FRANCISCO CORREIA 381 PISO UNICO"
"415";"AV. PORTUGAL";"BELEM";"-1.45323";"-48.5036";"66015-190";"AV PORTUGAL 213 TERREO"
"416";"SHC GABRIELA";"ILHEUS";"-14.7908";"-39.0444";"45650-015";"AVENIDA ITABUNA 1491 SUC S 023"
"417";"SHC UAI";"BELO HORIZONTE";"-19.9138";"-43.9409";"30111-020";"RUA SATURNINO DE BRITO 17"
"418";"ACARAU";"ACARAU";"-2.88668";"-40.1184";"62580-000";"RUA CORONEL DUCA DA SILVEIRA S/N"
"419";"CONDE DE BONFIM 2";"RIO DE JANEIRO";"-22.9322";"-43.2403";"20520-052";"RUA CONDE DE BONFIM 685 LJ C PISO"
"420";"POUSO ALEGRE";"POUSO ALEGRE";"-22.2262";"-45.9582";"37550-000";"PRACA DOUTOR GARCIA COUTINHO 72"
"421";"ICOARACI";"BELEM";"-1.45145";"-48.4984";"66810-100";"RUA DOUTOR MANOEL BARATA 612"
"422";"SHC BONSUCESSO";"GUARULHOS";"-23.4333";"-46.404";"07272-345";"ESTRADA PRES JUSCELINO KUBITSCHEK DE OLIVEIRA 5308 LOJA ANCOR"
"423";"BARBACENA";"BARBACENA";"-21.2255";"-43.7731";"36200-008";"PRACA ANDRADAS 177"
"424";"BARCELOS DOMINGOS";"RIO DE JANEIRO";"-22.9015";"-43.559";"23080-020";"RUA BARCELOS DOMINGOS 25 E 27"
"426";"ITABAIANINHA";"ARACAJU";"-10.9123";"-37.0503";"49010-190";"RUA ITABAIANINHA 162"
"427";"SHC PELOTAS";"PELOTAS";"-31.7593";"-52.3191";"96085-000";"AVENIDA FERREIRA VIANA 1526"
"428";"SHC PARANAIBA";"ITUMBIARA";"-18.404";"-49.2116";"75516-020";"AVENIDA OSVALDO CRUZ 120 LJ INF 70"
"429";"NOSSA SENHORA DO SOCORRO";"NOSSA SENHORA DO SOC";"-10.8574";"-37.082";"49160-000";"AVENIDA 1 538"
"430";"ARAGUAINA";"ARAGUAINA";"-7.18909";"-48.2151";"77823-010";"AVENIDA CONEGO JOAO LIMA 1451"
"431";"SHC MARAMBAIA OPEN MALL";"BELEM";"-1.4363";"-48.4916";"66615-860";"AV PEDRO ALVARES CABRAL 9031 LOJA C"
"432";"SHC MULTI SHOP NORTE";"PAULISTA";"-7.93561";"-34.8251";"53437-000";"AVENIDA DOUTOR CLAUDIO JOSE GUEIROS LEITE 2491 LOJA 1-A"
"433";"SHC SALGUEIRO";"SALGUEIRO";"-8.07185";"-39.1273";"56000-000";"AVENIDA ANTONIO ANGELIM 570 LJS 25,29"
"434";"SHC ITAQUA GARDEN SHOPP";"ITAQUAQUECETUBA";"-23.4618";"-46.3184";"08598-000";"ESTRADA MUNICIPAL DO MANDI 1205 LUC 2045/2"
"435";"SAO MATEUS";"SAO MATEUS";"-18.7168";"-39.8556";"29930-245";"AVENIDA JOSE TOZZI 1821"
"436";"SHC PATIO CHAPECO";"CHAPECÓ";"-27.0974";"-52.619";"89805-203";"RUA FERNANDO MACHADO 4000 LOJA 02"
"437";"SHC PATIO ARVOREDO";"FORTALEZA";"-3.82089";"-38.555";"60761-285";"RUA G (LOTEAMENTO PRQ MONTENEGRO I) 200 LJS 02/03"
"439";"JABOATAO DOS GUARARAPES";"JABOATAO DOS GUARARA";"-8.11198";"-35.0141";"54110-000";"AVENIDA BARAO DE LUCENA 333"
"440";"JUAZEIRO BAHIA";"JUAZEIRO";"-9.43441";"-40.507";"40000-000";"AV DR RAUL ALVES 4"
"441";"ITABUNA";"ITABUNA";"-14.7877";"-39.274";"45600-105";"RUA SAO VICENTE DE PAULA 152"
"442";"CAMPINA GRANDE";"CAMPINA GRANDE";"-7.21693";"-35.8886";"58400-002";"AV PRESIDENTE JOAO PESSOA 381"
"443";"GARANHUNS";"GARANHUNS";"-8.89085";"-36.4958";"55293-000";"AV SANTO ANTONIO 81 91"
"444";"ARCOVERDE";"ARCOVERDE";"-8.42067";"-37.0584";"56506-590";"PRACA DA BANDEIRA 10"
"445";"CAMPOS 2";"CAMPOS DOS GOYTACAZE";"-21.7594";"-41.3233";"28010-260";"AVENIDA TREZE DE MAIO 83"
"446";"PORTO VELHO";"PORTO VELHO";"-8.76114";"-63.902";"76801-109";"AV CARLOS GOMES 1360"
"447";"CUIABA";"CUIABA";"-15.5977";"-56.0968";"78005-290";"RUA JOAQUIM MURTINHO 196"
"448";"SINOP";"SINOP";"-11.8565";"-55.5033";"78550-228";"AVENIDA GOVERNADOR JULIO CAMPOS 831"
"449";"SHC VIA BRASIL";"RIO DE JANEIRO";"-22.823";"-43.3198";"21230-500";"RUA ITAPERA 500 SUC 101B"
"451";"SHC LUZIANIA";"LUZIANIA";"-16.256";"-47.9553";"72800-150";"RUA OPHIR JOSE BRAZ S/N LUC 123"
"452";"RONDONOPOLIS";"RONDONOPOLIS";"-16.4708";"-54.6284";"78700-075";"AVENIDA MARECHAL RONDON 1096"
"453";"CAMAÇARI";"CAMAÇARI";"-12.6996";"-38.3267";"42800-150";"RUA DUQUE DE CAXIAS 309"
"454";"PATOS";"PATOS";"-7.03096";"-37.2799";"58700-120";"RUA LEONCIO WANDERLEY S/N"
"455";"PAULO AFONSO";"PAULO AFONSO";"-9.40783";"-38.2233";"48601-200";"AVENIDA APOLONIO SALES S/N"
"456";"AZENHA";"PORTO ALEGRE";"-30.0536";"-51.2141";"90160-002";"AVENIDA AZENHA 1099"
"457";"SHC GUARABIRA";"GUARABIRA";"-7.03606";"-37.276";"58200-000";"RUA RUI BARBOSA 1300 ST 4 LJ 90"
"458";"SHC SOBRAL";"SOBRAL";"-3.7061";"-40.3436";"62050-255";"AV MONS ALOISIO PINTO 00300 LOJA 60"
"459";"JUCA SAMPAIO";"MACEIO";"-9.63121";"-35.7155";"57045-365";"AV JUCA SAMPAIO 2178"
"460";"SHC BLUMENAU";"BLUMENAU";"-27.0974";"-52.619";"89065-800";"RODOVIA BR-470 S/N LOJA ANCOR"
"461";"SHC PARTAGE PARAUAPEBAS";"PARAUAPEBAS";"-6.0801";"-49.8793";"68515-000";"RODOVIA PA 275 S/N LOJA N 59"
"462";"NILOPOLIS 2";"NILOPOLIS";"-22.8074";"-43.4154";"26530-020";"AVENIDA CARMELA DUTRA 1748"
"463";"ALCANTARA";"SAO GONCALO";"-22.8201";"-43.001";"24711-080";"RUA MANUEL JOAO GONCALVES 188 LOTE 25"
"464";"SHC BOULEVARD CAMPOS";"CAMPOS DOS GOYTACAZE";"-21.7558";"-41.3487";"28051-250";"RUA DOUTOR SILVIO BASTOS TAVARES 316 338"
"465";"DECK NORTE";"BRASILIA";"-15.7197";"-47.8823";"71503-501";"SHIN CA 01 LOTE A BLOCO A LOJA 22 S/N"
"466";"CIDADE OCIAN";"PRAIA GRANDE";"-23.7288";"-46.6164";"11704-100";"AVENIDA PRESIDENTE KENNEDY 7204 7210/7218"
"467";"PERUÍBE";"PERUÍBE";"-24.3269";"-47.0021";"11750-000";"AVENIDA PADRE ANCHIETA 332"
"468";"SHC RIO CLARO";"RIO CLARO";"-22.4131";"-47.5532";"13506-845";"AVENIDA CONDE FRANCISCO MATARAZZO JUNIOR 205 LOJA A 05"
"469";"MAGÉ";"MAGÉ";"-22.656";"-43.0401";"25900-000";"AVENIDA PADRE ANCHIETA 137 LOTE A"
"470";"CABO FRIO 2";"CABO FRIO";"-22.8842";"-42.0263";"28905-100";"AVENIDA TEXEIRA E SOUZA 956"
"471";"ITAGUAI";"ITAGUAI";"-22.8728";"-43.775";"23810-500";"RUA DOUTOR MONTEIRO DE AZEVEDO 34 335/394"
"472";"TAQUARALTO";"PALMAS";"-10.3344";"-48.3037";"77064-532";"PERIMETRAL NORTE 6 QS 34"
"473";"SHC BADUY MALL";"ITUIUTABA";"-18.9729";"-49.4605";"38300-134";"RUA QUINZE 500"
"474";"SHC TANGARA";"TANGARA DA SERRA";"-15.0218";"-57.4524";"78300-970";"AVENIDA VEREADOR NILO TORRES 751 W"
"475";"GUARAPARI";"GUARAPARI";"-20.6719";"-40.4978";"29200-260";"RUA JOAQUIM DA SILVA LIMA 167"
"476";"SHC RUA DA PRAIA";"PORTO ALEGRE";"-30.0306";"-51.2319";"90020-015";"RUA DOS ANDRADAS 1001 LJ 01 A 36"
"477";"SHC GRAND MESSEJANA";"FORTALEZA";"-3.81721";"-38.4975";"60840-285";"AV FREI CIRILO 03916 SUC 100"
"478";"BROTAS";"SALVADOR";"-12.9897";"-38.4915";"40285-000";"AVENIDA DOM JOAO VI 215"
"479";"ILHEUS";"ILHEUS";"-14.797";"-39.0341";"45653-270";"RUA BENTO BERILO 35 43"
"480";"SHC JARDIM GUADALUPE";"RIO DE JANEIRO";"-22.8405";"-43.3695";"21670-000";"AVENIDA BRASIL 22155 207-17"
"481";"BELO JARDIM";"BELO JARDIM";"-8.34216";"-36.4294";"55150-160";"RUA CLETO CAMPELO 102"
"482";"FRIBURGO 2";"NOVA FRIBURGO";"-22.3039";"-42.541";"28620-000";"AVENIDA JULIO ANTONIO THURLER 129 AREA B LOJ"
"483";"PASSOS";"PASSOS";"-20.7195";"-46.6099";"37900-092";"RUA PRESIDENTE ANTONIO CARLOS 146"
"484";"SHC CAUCAIA";"CAUCAIA";"-3.7347";"-38.6508";"61600-040";"AVENIDA EDSON DA MOTA CORREIA 620 LOJA 141"
"485";"QUIXADA";"QUIXADA";"-4.9684";"-39.0028";"63900-000";"RUA EPITACIO PESSOA 1250"
"486";"FRANCISCO SA";"FORTALEZA";"-3.71694";"-38.5587";"60310-052";"AVENIDA FRANCISCO SA 3780 LOJA 1"
"487";"VILA LINDA";"SANTO ANDRE";"-23.6848";"-46.5219";"09180-001";"RUA CARIJOS 1675"
"488";"SHC JATAHY SHOPPING";"JATAI";"-17.8898";"-51.7246";"75805-123";"AVENIDA PRESIDENTE TANCREDO NEVES 100 LUC ANC 02"
"489";"CIDADE BAIXA";"SALVADOR";"-12.9435";"-38.5007";"40411-010";"RUA PADRE ANTONIO DE SA 103"
"490";"SHC IMPERIAL";"IMPERATRIZ";"-5.46127";"-47.4811";"65903-390";"ROD BR 010 100 SUC F110"
"491";"SHC PÁTIO PINDA";"PINDAMONHANGABA";"-22.9499";"-45.4797";"12424-590";"RUA ALCIDES RAMOS NOGUEIRA 650 LOJA ANC 7"
"492";"SHC CIDADE JARDIM";"GOIANIA";"-16.6806";"-49.3123";"74423-250";"AVENIDA NERO MACEDO 400"
"493";"SUZANO";"SUZANO";"-23.5357";"-46.3093";"08674-040";"PRACA JOAO PESSOA 168 174/184"
"494";"SHC TERESINA";"TERESINA";"-5.08071";"-42.7945";"64046-902";"AVENIDA RAUL LOPES 1000 SUC 02 ANC"
"495";"SHC SANTA MARIA";"BRASILIA";"-16.0256";"-47.951";"72544-204";"SETOR NORTE COMERCIO LOCAL 114 LOTE D SALAS 111 A 114 S/N"
"496";"ITAPERUNA";"ITAPERUNA";"-21.2018";"-41.8948";"28300-000";"AV PRESIDENTE DUTRA 1250"
"497";"CANDEIAS";"CANDEIAS";"-12.671";"-38.544";"43805-010";"PRACA DOUTOR GUALBERTO DANTAS FONTES 138"
"498";"HORIZONTE";"HORIZONTE";"-4.106";"-38.4964";"62880-381";"AV. PRESIDENTE CASTELO BRANCO 04423"
"499";"CAJAZEIRAS";"SALVADOR";"-12.8992";"-38.4087";"41342-315";"ESTRADA VELHA DE SANTO AMARO DE IPITANGA 44"
"500";"COPACABANA LIDO";"RIO DE JANEIRO";"-22.9659";"-43.1784";"22020-002";"AV NOSSA SENHORA DE COPACABANA 249 LJ A/B/C/D"
"501";"ICARAI";"NITEROI";"-22.9031";"-43.1107";"24230-101";"RUA GAVIAO PEIXOTO 120 122"
"502";"SHC TIJUCA";"RIO DE JANEIRO";"-22.9227";"-43.2361";"20530-230";"AVENIDA MARACANA 987 LOJAS 3056"
"503";"IPANEMA 2";"RIO DE JANEIRO";"-22.9845";"-43.1993";"22410-002";"R VISCONDE DE PIRAJA 146 LJ A / B"
"504";"SHC FREI CANECA";"SAO PAULO";"-23.5535";"-46.6528";"01307-001";"RUA FREI CANECA 569 LOJA 309"
"505";"SAO BENTO";"SAO PAULO";"-23.5465";"-46.6353";"01011-000";"RUA SAO BENTO 293"
"506";"LARGO TREZE DE MAIO";"SAO PAULO";"-23.6526";"-46.706";"04751-000";"LARGO TREZE DE MAIO 542"
"508";"SHC BAY MARKET";"NITEROI";"-22.8922";"-43.1238";"24020-002";"RUA VISCONDE DO RIO BRANCO 360 LJS 127 A"
"509";"OLEGARIO MACIEL";"RIO DE JANEIRO";"-23.0115";"-43.305";"22621-200";"AV OLEGARIO MACIEL 365 LOJA B"
"510";"POLI SHOPPING";"GUARULHOS";"-23.4696";"-46.5257";"07011-003";"RUA DOM PEDRO II 178 LUC 206 1P"
"511";"JOAQUIM NABUCO";"SAO PAULO";"-23.6232";"-46.6847";"04621-000";"RUA JOAQUIM NABUCO 39 41"
"512";"SHC TRADE CENTER";"RECIFE";"-8.0389";"-34.8999";"52050-020";"AV CONSELHEIRO ROSA E SILVA 1460 LOJA 1"
"513";"SHC OSASCO";"OSASCO";"-23.539";"-46.7719";"06090-010";"AVENIDA DOS AUTONOMISTAS 1768 1828 LJ AN"
"514";"ALAMEDA SANTOS";"SAO PAULO";"-23.5718";"-46.6456";"01418-000";"ALAMEDA SANTOS 38"
"515";"GAVEA";"RIO DE JANEIRO";"-22.9755";"-43.2279";"22451-040";"RUA MARQUES DE SAO VICENTE 37 LOJA A"
"516";"TAUBATE";"TAUBATE";"-23.0266";"-45.5567";"12020-040";"RUA VISCONDE DO RIO BRANCO 247"
"517";"SOROCABA";"SOROCABA";"-23.5";"-47.456";"18010-080";"RUA QUINZE DE NOVEMBRO 75"
"518";"SHC BOA VISTA";"RECIFE";"-8.06001";"-34.8875";"50070-010";"RUA DO GIRIQUITI 48 LJ 35/36"
"519";"LARGO DA 2 FEIRA";"RIO DE JANEIRO";"-22.9231";"-43.2228";"20520-053";"R CONDE DE BONFIM 42"
"520";"SHC UNIMART";"CAMPINAS";"-22.9094";"-47.092";"13033-000";"AVENIDA JOHN BOYD DUNLOP 350 SALAO91/97"
"521";"JOAQUIM FLORIANO";"SAO PAULO";"-23.585";"-46.676";"04534-002";"RUA JOAQUIM FLORIANO 630"
"522";"AUGUSTA";"SAO PAULO";"-23.5499";"-46.6461";"01413-100";"RUA AUGUSTA 2499 2503"
"523";"SAO CLEMENTE";"RIO DE JANEIRO";"-22.9496";"-43.1873";"22260-001";"RUA SAO CLEMENTE 159 LOJA A BL1"
"524";"SHC CENTERMINAS";"BELO HORIZONTE";"-19.8742";"-43.9239";"31920-012";"AVENIDA DOIS MIL TREZENTOS E TRINTA E DOIS 1395 LJ 204 B"
"525";"LIBERDADE";"SAO PAULO";"-23.5602";"-46.638";"01503-001";"AVENIDA DA LIBERDADE 863 TER MEZANI"
"526";"PIRATININGA";"NITEROI";"-22.9378";"-43.0611";"24350-310";"EST FRANCISCO DA CRUZ NUNES 5950"
"527";"PAULISTA";"SAO PAULO";"-23.5691";"-46.647";"01310-000";"AVENIDA PAULISTA 320 326 LJ B"
"528";"AROUCHE";"SAO PAULO";"-23.543";"-46.644";"01219-001";"LARGO DO AROUCHE 49 LJ 29 1 PA"
"529";"VISCONDE DE PIRAJA";"RIO DE JANEIRO";"-22.9842";"-43.2044";"22410-003";"RUA VISCONDE DE PIRAJA 303 LJ D 309 L"
"530";"CATETE";"RIO DE JANEIRO";"-22.9293";"-43.1774";"22220-001";"RUA DO CATETE 261"
"531";"SHC GALLERIA";"CAMPINAS";"-22.8876";"-47.0669";"13091-901";"RODOVIA D PEDRO I KM 131,5 S/N LJ USO COM"
"532";"BOULEVARD 28 DE SETEMBRO";"RIO DE JANEIRO";"-22.9141";"-43.2382";"20551-031";"BLV VINTE E OITO DE SETEMBRO 86 LJ E TERRE"
"533";"SHC OSASCO PLAZA";"OSASCO";"-23.5289";"-46.7786";"06016-060";"RUA TENENTE AVELAR PIRES DE AZEVEDO 81 LJS 12/154"
"534";"SHC RIO DESIGN BARRA";"RIO DE JANEIRO";"-23.0006";"-43.3863";"22793-081";"AV DAS AMERICAS 7777 LJ 105"
"535";"SHC PATIO BOA VISTA";"SAO PAULO";"-23.6548";"-46.7016";"04747-030";"RUA BORBA GATO 59 LJ 316"
"536";"PASSAGEM";"RIO DE JANEIRO";"-22.9538";"-43.1814";"22290-030";"RUA DA PASSAGEM 113 115"
"537";"SHC ESTACAO ITAIPAVA";"PETROPOLIS";"-22.5065";"-43.2321";"25750-226";"EST UNIAO E INDUSTRIA 11000 LJ 69/70"
"538";"SHC MIRAMAR";"SANTOS";"-23.967";"-46.3367";"11060-910";"AVENIDA MARECHAL FLORIANO PEIXOTO 44 SUC 15 NIV"
"539";"ITAQUAQUECETUBA";"ITAQUAQUECETUBA";"-23.4765";"-46.3535";"08570-002";"AVENIDA EMANCIPACAO 47"
"540";"LEBLON 2";"RIO DE JANEIRO";"-22.9837";"-43.218";"22440-033";"RUA ATAULFO DE PAIVA 204 LOJAS A/B"
"541";"SHC COLINAS";"SAO JOSE DOS CAMPOS";"-23.2087";"-45.9087";"12242-000";"AVENIDA SAO JOAO 2200 EUC N NT"
"542";"SHC PRADO";"CAMPINAS";"-22.9354";"-47.051";"13042-105";"AVENIDA WASHINGTON LUIZ 2480 LUC CT N18"
"543";"TEODORO SAMPAIO";"SAO PAULO";"-23.5656";"-46.6917";"05405-250";"RUA TEODORO SAMPAIO 2799 2809 T"
"544";"SHC BAUHAUS";"PETROPOLIS";"-22.5116";"-43.1802";"25680-195";"R DR NELSON DE SA EARP 88 LJ 18/19"
"545";"SAO GONCALO";"SAO GONCALO";"-22.8275";"-43.053";"24440-400";"RUA CORONEL MOREIRA CESAR 105 LJ 101/102"
"547";"ITAPETININGA";"ITAPETININGA";"-23.5886";"-48.0477";"18200-160";"AVENIDA PEIXOTO GOMIDE 44"
"548";"POA";"POA";"-23.5207";"-46.3431";"08550-100";"AVENIDA NOVE DE JULHO 564"
"549";"ARARUAMA";"ARARUAMA";"-22.8697";"-42.3434";"28970-000";"AV NILO PECANHA 259"
"550";"SHC AQUARIUS S.J. CAMPOS";"SAO JOSE DOS CAMPOS";"-23.2272";"-45.9123";"12240-540";"AVENIDA CASSIANO RICARDO 521"
"551";"FRANCISCO GLICERIO";"CAMPINAS";"-22.9017";"-47.0613";"13012-000";"RUA FRANCISCO GLICERIO 1510"
"552";"MOOCA";"SAO PAULO";"-23.5554";"-46.6016";"03103-003";"RUA DA MOOCA 2413 2417/2421"
"553";"RECREIO";"RIO DE JANEIRO";"-23.0101";"-43.4491";"22790-701";"AVENIDA DAS AMERICAS 13651 LJS A/B/C"
"554";"FREGUESIA";"RIO DE JANEIRO";"-22.9394";"-43.3427";"22755-001";"ESTRADA DOS TRES RIOS 93 LOJA"
"555";"FERRAZ DE VASCONCELOS";"FERRAZ DE VASCONCELO";"-23.5406";"-46.3665";"08500-020";"AVENIDA BRASIL 1290"
"556";"RETIRO";"VOLTA REDONDA";"-22.4991";"-44.1078";"27281-421";"AV. SAVIO COTA DE ALMEIDA GAMA 2009"
"557";"PRAIA GRANDE";"PRAIA GRANDE";"-24.0088";"-46.4139";"11701-000";"AVENIDA PRESIDENTE COSTA E SILVA 527 QD T"
"558";"JACAREI";"JACAREI";"-23.3057";"-45.9671";"12327-330";"PRACA CONDE FRONTIN 28  TER / SLJ"
"559";"V. DE CARVALHO-GUARUJA";"GUARUJA";"-23.9407";"-46.3062";"11450-002";"AVENIDA THIAGO FERREIRA 819 TERREO"
"560";"RAUL POMPEIA";"RIO DE JANEIRO";"-22.9847";"-43.1915";"22080-002";"RUA RAUL POMPEIA 94 TER/SOB.LJ"
"561";"PINDAMONHANGABA";"PINDAMONHANGABA";"-22.9256";"-45.4608";"12400-240";"AVENIDA CORONEL FERNANDO PRESTES 214 PAV 1"
"562";"SAO CAETANO DO SUL";"SAO CAETANO DO SUL";"-23.6129";"-46.5716";"09510-120";"RUA SANTA CATARINA 198"
"563";"GUARATINGUETA";"GUARATINGUETA";"-22.8141";"-45.1939";"12500-020";"PRACA CONS RODRIGUES ALVES 254"
"564";"GUARULHOS 2";"GUARULHOS";"-23.4696";"-46.5257";"07112-000";"AV MONTEIRO LOBATO 47 51 E 55"
"565";"CARUARU";"CARUARU";"-8.28571";"-35.9697";"55002-200";"RUA VIGARIO FREIRE 241"
"566";"SHC METRO BOULEVARD TATUAPE";"SAO PAULO";"-23.5419";"-46.5752";"03066-030";"RUA GONCALVES CRESPO 78 105/106/10"
"567";"SUMARE";"SUMARE";"-22.8236";"-47.2668";"13170-000";"AV SETE DE SETEMBRO 443 TERREO"
"569";"VOTORANTIM";"VOTORANTIM";"-23.5422";"-47.4477";"18110-005";"AV TRINTA E UM DE MARCO 747"
"570";"SHC SANTA CRUZ";"RIO DE JANEIRO";"-22.9206";"-43.681";"23510-001";"RUA FELIPE CARDOSO 540 LJS 09/10"
"571";"CABO FRIO";"CABO FRIO";"-22.8788";"-42.0164";"28907-000";"AV NILO PECANHA 495 LJ 1/2"
"572";"ATIBAIA";"ATIBAIA";"-23.1164";"-46.5584";"12940-060";"AV JUVENAL ALVIM 131 C"
"573";"SHC ABC PETRÓPOLIS";"PETRÓPOLIS";"-22.5242";"-43.1712";"25635-530";"RUA TERESA 1515"
"574";"SAO CARLOS";"SAO CARLOS";"-22.0223";"-47.8823";"13560-640";"RUA GENERAL OSORIO 753"
"575";"LEME SP";"LEME";"-22.1848";"-47.3844";"13610-110";"RUA JOAO PESSOA 134"
"576";"SHC LAPA SP";"SAO PAULO";"-23.5216";"-46.7009";"05049-901";"RUA CATAO 72"
"577";"CORES DA LAPA RJ";"RIO DE JANEIRO";"-22.9143";"-43.1833";"20230-014";"RUA RIACHUELO 92 LOJA C"
"578";"FLORESTA";"BELO HORIZONTE";"-19.9131";"-43.9309";"30110-005";"AV CONTORNO 1413"
"579";"SANTA LUZIA MG";"SANTA LUZIA";"-19.7865";"-43.9273";"33105-440";"AVENIDA BRASILIA 2228"
"580";"OLINDA";"OLINDA";"-7.98561";"-34.8383";"53130-410";"AV DOUTOR JOSE AUGUSTO MOREIRA 500"
"581";"CAMPOS DE JORDAO";"CAMPOS DE JORDAO";"-22.7385";"-45.5924";"12460-000";"AV FREI ORESTES GIRARDI 1315 N1319,1325"
"582";"TEODORO SAMPAIO 2";"SAO PAULO";"-23.5645";"-46.6891";"05406-150";"RUA TEODORO SAMPAIO 2174"
"583";"SANTA ROSA";"NITEROI";"-22.8994";"-43.0925";"24240-225";"RUA SANTA ROSA 47 LJ 101/102"
"584";"VISCONDE DE INHAUMA SP";"SAO CAETANO DO SUL";"-23.6299";"-46.5666";"09571-390";"AVENIDA VISCONDE DE INHAUMA 973"
"585";"CORONEL FCO SOARES";"NOVA IGUAÇU";"-22.7615";"-43.4474";"26220-032";"RUA CORONEL FRANCISCO SOARES 202"
"586";"SHC RAPOSO";"SAO PAULO";"-23.5864";"-46.7509";"05576-100";"RODOVIA RAPOSO TAVARES K 1.4,5 SUC 3041PI"
"587";"REALENGO";"RIO DE JANEIRO";"-22.8795";"-43.4288";"21710-180";"RUA MARECHAL SOARES DE ANDREA 310 LJS A E B"
"588";"SHC MAIS SHOPP LARGO 13";"SAO PAULO";"-23.6524";"-46.7094";"04752-005";"RUA AMADOR BUENO 219 LUC N10306"
"589";"VITORIA DE SANTO ANTAO";"VITORIA DE SANTO ANT";"-8.12094";"-35.305";"55602-240";"RUA RUI BARBOSA 24"
"590";"CAXANGA";"RECIFE";"-8.04692";"-34.9276";"50721-000";"AVENIDA CAXANGA 2271"
"591";"SAO VICENTE";"SAO VICENTE";"-23.9625";"-46.3802";"11390-001";"AVENIDA ANTONIO EMMERICK 413 425 E 433"
"592";"SAO GONCALO 2";"SAO GONCALO";"-22.8225";"-43.0452";"24460-005";"AV 18 DO FORTE 160"
"593";"ARTUR ALVIM";"SAO PAULO";"-23.5395";"-46.4909";"03566-000";"RUA MACIEL MONTEIRO 422"
"594";"SHC PIRATAS";"ANGRA DOS REIS";"-23.0032";"-44.2985";"23907-900";"ESTRADA MUNICIPAL 200 PIRAT L201"
"595";"TUIUTI";"SÃO PAULO";"-23.5445";"-46.5745";"03307-005";"RUA TUIUTI 2117 TERREO"
"596";"INOÃ";"MARICÁ";"-22.9178";"-42.9344";"24900-000";"ETR DE ITAIPUACU S/N QD14 L03A"
"597";"SAO CRISTOVAO";"RIO DE JANEIRO";"-22.8998";"-43.2264";"20910-060";"RUA SAO LUIZ GONZAGA 392 E 392 A"
"598";"BIRIGUI";"BIRIGUI";"-21.2897";"-50.3422";"16200-050";"RUA SETE DE DEZEMBRO 520"
"599";"SAO MIGUEL PAULISTA";"SAO PAULO";"-23.494";"-46.4201";"08010-090";"AVENIDA MARECHAL TITO 299"
"600";"ITAIM PAULISTA";"SAO PAULO";"-23.4955";"-46.4043";"08115-000";"AVENIDA MARECHAL TITO 4320"
"601";"CARPINA";"CARPINA";"-7.84579";"-35.2549";"55815-100";"RUA BERNARDO VIEIRA DE MELO 42"
"602";"TERESOPOLIS";"TERESOPOLIS";"-22.4394";"-42.9798";"25961-145";"AVENIDA OLIVEIRA BOTELHO 417 417/1"
"603";"VILA VELHA";"VILA VELHA";"-20.3383";"-40.3042";"29122-036";"AVENIDA CARLOS LINDENBERG 710"
"605";"CAÇAPAVA";"CAÇAPAVA";"-23.1003";"-45.7069";"12281-620";"RUA SETE DE SETEMBRO 179"
"606";"SHC PATIO MIX RESENDE";"RESENDE";"-22.4611";"-44.4404";"27535-320";"RUA DORIVAL MORCONDES GODOY 500 1010/1011"
"607";"ARY FRANCO";"RIO DE JANEIRO";"-22.8743";"-43.4649";"21862-005";"RUA MINISTRO ARY FRANCO 77"
"608";"GUAIANAZES";"SAO PAULO";"-23.5366";"-46.4042";"08451-000";"ESTRADA DO LAJEADO VELHO 514 A521 LT1A3"
"609";"VILA GALVAO";"GUARULHOS";"-23.462";"-46.5556";"07050-000";"AVENIDA EMILIO RIBAS 2004"
"610";"SAO PEDRO DA ALDEIA";"SAO PEDRO DA ALDEIA";"-22.8283";"-42.0977";"28940-970";"RUA DOUTOR ANTONIO ALVES 140 TERREO"
"611";"CATAGUASES";"CATAGUASES";"-21.3847";"-42.693";"36770-071";"PRACA GOVERNADOR VALADARES 65"
"612";"SABARA";"SABARA";"-19.8839";"-43.9072";"34710-000";"AVENIDA CONTAGEM 1322 SUC100/101"
"613";"SHC MAP BAND";"RIO DE JANEIRO";"-22.9747";"-43.4148";"22783-115";"ESTRADA DOS BANDEIRANTES 8591"
"614";"LORENA";"LORENA";"-22.7328";"-45.1211";"12600-005";"RUA DOUTOR RODRIGUES DE AZEVEDO 291"
"615";"CONTAGEM";"CONTAGEM";"-22.0664";"-42.924";"32230-020";"RUA TIRADENTES 2629"
"616";"ARTUR ALVIM 2";"SAO PAULO";"-23.5419";"-46.4839";"03568-010";"RUA DOUTOR CAMPOS MOURA 311"
